term_str,n,n_chars,p,i,max_pos,n_pos,cat_pos,max_pos_group,stop,dfidf,stem_porter,stem_snowball,stem_lancaster,df,idf,mean_tfidf
gents,1,5,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,gent,gent,gent,1,7.569855608330948,0.00015442381901939917
genuine,7,7,6.426623112523744e-06,17.247507700907352,JJ,3,"{'NN', 'VBN', 'JJ'}",JJ,0,33.33750480391341,genuin,genuin,genuin,7,4.762500686273344,0.0006520300143246609
genuinely,4,9,3.672356064299282e-06,18.054862622964958,RB,1,{'RB'},RB,0,22.27942243332379,genuin,genuin,genuin,4,5.569855608330948,0.0005236922162376083
geoffrey,1,8,9.180890160748206e-07,20.054862622964958,NNP,1,{'NNP'},NN,0,7.569855608330948,geoffrey,geoffrey,geoffrey,1,7.569855608330948,0.00010945424534891482
geons,1,5,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,geon,geon,geon,1,7.569855608330948,0.00015323594348848075
george,712,6,0.0006536793794452723,10.57912919199856,NNP,6,"{'NNS', 'RB', 'NN', 'POS', 'VB', 'NNP'}",NN,0,88.6375825464887,georg,georg,georg,107,0.8283886219298009,0.011734836032385473
georged,1,7,9.180890160748206e-07,20.054862622964958,NNP,1,{'NNP'},NN,0,7.569855608330948,georg,georg,georg,1,7.569855608330948,0.00012036660213596673
georges,60,7,5.508534096448923e-05,14.14797202735644,NNP,2,"{'NN', 'NNP'}",NN,0,84.40135408074069,georg,georg,georg,34,2.4823927670806083,0.0031571241993103255
georgeve,1,8,9.180890160748206e-07,20.054862622964958,NNP,1,{'NNP'},NN,0,7.569855608330948,georgev,georgev,georgev,1,7.569855608330948,0.00018275846471103204
georgie,1,7,9.180890160748206e-07,20.054862622964958,NNP,1,{'NNP'},NN,0,7.569855608330948,georgi,georgi,georgy,1,7.569855608330948,0.00017866074128701788
geour,4,5,3.672356064299282e-06,18.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,geour,geour,geo,1,7.569855608330948,0.0007928625931742287
geranium,2,8,1.836178032149641e-06,19.054862622964958,NNP,2,"{'NN', 'NNP'}",NN,0,13.139711216661896,geranium,geranium,geran,2,6.569855608330948,0.00022205091804296527
geraniums,1,9,9.180890160748206e-07,20.054862622964958,NNS,1,{'NNS'},NN,0,7.569855608330948,geranium,geranium,geran,1,7.569855608330948,0.00016810694222364972
gerbil,2,6,1.836178032149641e-06,19.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,gerbil,gerbil,gerbl,1,7.569855608330948,0.00025787278515860835
germ,1,4,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,germ,germ,germ,1,7.569855608330948,0.00012648046129207932
germino,1,7,9.180890160748206e-07,20.054862622964958,NNP,1,{'NNP'},NN,0,7.569855608330948,germino,germino,germino,1,7.569855608330948,8.973275970046168e-05
germs,1,5,9.180890160748206e-07,20.054862622964958,NNS,1,{'NNS'},NN,0,7.569855608330948,germ,germ,germ,1,7.569855608330948,0.00013833800453821174
gernumbli,2,9,1.836178032149641e-06,19.054862622964958,NNP,1,{'NNP'},NN,0,7.569855608330948,gernumbl,gernumbl,gernumbl,1,7.569855608330948,0.0003213011718306854
gernumblies,1,11,9.180890160748206e-07,20.054862622964958,NNP,1,{'NNP'},NN,0,7.569855608330948,gernumbl,gernumbl,gernumbl,1,7.569855608330948,0.0001606505859153427
geroff,1,6,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,geroff,geroff,geroff,1,7.569855608330948,0.00014128136633689712
gerous,1,6,9.180890160748206e-07,20.054862622964958,JJ,1,{'JJ'},JJ,0,7.569855608330948,gerou,gerous,ger,1,7.569855608330948,0.0001562405698313921
gerremoffme,1,11,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,gerremoffm,gerremoffm,gerremoffm,1,7.569855608330948,0.0001328044843566833
gerroff,7,7,6.426623112523744e-06,17.247507700907352,NN,2,"{'NN', 'NNP'}",NN,0,22.27942243332379,gerroff,gerroff,gerroff,4,5.569855608330948,0.0007551123269866685
gested,1,6,9.180890160748206e-07,20.054862622964958,VBD,1,{'VBD'},VB,0,7.569855608330948,gest,gest,gest,1,7.569855608330948,0.00018617451078039714
gesticulated,1,12,9.180890160748206e-07,20.054862622964958,VBD,1,{'VBD'},VB,0,7.569855608330948,gesticul,gesticul,gestic,1,7.569855608330948,0.0001520662034618511
gesticulating,2,13,1.836178032149641e-06,19.054862622964958,VBG,2,"{'VBG', 'JJ'}",VB,0,13.139711216661896,gesticul,gesticul,gestic,2,6.569855608330948,0.00020219099897705664
gesture,21,7,1.9279869337571232e-05,15.662545200186198,NN,2,"{'NN', 'NNS'}",NN,0,59.200677040370344,gestur,gestur,gest,17,3.4823927670806083,0.001622270681530654
gestured,17,8,1.560751327327195e-05,15.967399781714619,VBD,2,"{'VBD', 'VBN'}",VB,0,59.200677040370344,gestur,gestur,gest,17,3.4823927670806083,0.0011322846981010378
gestures,3,8,2.7542670482244616e-06,18.4699001222438,NNS,2,"{'NN', 'NNS'}",NN,0,17.954679322829374,gestur,gestur,gest,3,5.984893107609792,0.00034228038812389867
gesturing,20,9,1.8361780321496413e-05,15.732934528077596,VBG,2,"{'NN', 'VBG'}",VB,0,64.95855026887172,gestur,gestur,gest,20,3.2479275134435857,0.0011319950570265502
get,1705,3,0.0015653417724075692,9.319306599053423,VB,10,"{'NNS', 'CD', 'NN', 'POS', 'IN', 'VB', 'VBZ', 'VBP', 'JJ', 'NNP'}",VB,0,5.709604283462455,get,get,get,186,0.030696797222916423,0.0010354345170357033
getaway,1,7,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,getaway,getaway,getaway,1,7.569855608330948,0.00017707264580891108
gether,1,6,9.180890160748206e-07,20.054862622964958,VB,1,{'VB'},VB,0,7.569855608330948,gether,gether,geth,1,7.569855608330948,0.00018617451078039714
gets,69,4,6.334814210916262e-05,13.94633816618679,VBZ,4,"{'VBD', 'NNS', 'VBZ', 'NNP'}",VB,0,98.70003843130725,get,get,get,56,1.7625006862733437,0.002502716474105934
gettin,20,6,1.8361780321496413e-05,15.732934528077596,NN,8,"{'RB', 'NN', 'VBN', 'VBZ', 'VB', 'VBP', 'JJ', 'NNP'}",NN,0,42.47927513443585,gettin,gettin,gettin,10,4.247927513443585,0.002027988623118462
getting,341,7,0.0003130683544815138,11.641234693940785,VBG,3,"{'VBG', 'NNP', 'NNS'}",VB,0,59.65540541332974,get,get,get,142,0.4201084888262658,0.0028436269781881582
getups,1,6,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,getup,getup,getup,1,7.569855608330948,0.00019530071228924013
geys,1,4,9.180890160748206e-07,20.054862622964958,NNS,1,{'NNS'},NN,0,7.569855608330948,gey,gey,gey,1,7.569855608330948,0.00018617451078039714
gh,1,2,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,gh,gh,gh,1,7.569855608330948,0.00019434802588782918
ghastly,2,7,1.836178032149641e-06,19.054862622964958,RB,2,"{'RB', 'PDT'}",RB,0,13.139711216661896,ghastli,ghast,ghast,2,6.569855608330948,0.00026954101141199097
ghost,77,5,7.069285423776118e-05,13.788076082270056,NN,3,"{'NN', 'VBD', 'NNP'}",NN,0,87.33488297997393,ghost,ghost,ghost,37,2.360402242701998,0.0034124065294507708
ghostie,1,7,9.180890160748206e-07,20.054862622964958,VBP,1,{'VBP'},VB,0,7.569855608330948,ghosti,ghosti,ghosty,1,7.569855608330948,0.00012769661957373393
ghostly,25,7,2.2952225401870515e-05,15.411006433190233,RB,2,"{'RB', 'JJ'}",RB,0,66.72830189659594,ghostli,ghost,ghost,21,3.1775381855521876,0.0014034541801274181
ghosts,42,6,3.8559738675142464e-05,14.662545200186198,NNS,5,"{'NNS', 'NN', 'VB', 'VBP', 'JJ'}",NN,0,74.60481314493624,ghost,ghost,ghost,26,2.8694158901898557,0.002340957216367638
ghoul,12,5,1.1017068192897846e-05,16.4699001222438,NN,2,"{'NN', 'NNP'}",NN,0,33.33750480391341,ghoul,ghoul,gho,7,4.762500686273344,0.001147894914622188
ghoulie,1,7,9.180890160748206e-07,20.054862622964958,VBP,1,{'VBP'},VB,0,7.569855608330948,ghouli,ghouli,ghou,1,7.569855608330948,0.00012769661957373393
ghouls,8,6,7.344712128598564e-06,17.054862622964958,NNP,3,"{'NN', 'NNS', 'NNP'}",NN,0,26.239637567217926,ghoul,ghoul,gho,5,5.247927513443585,0.0007528923958470877
giant,159,5,0.00014597615355589646,12.741979667680603,JJ,4,"{'NN', 'VB', 'NNP', 'JJ'}",JJ,0,100.18736437855856,giant,giant,giant,78,1.2844533894686994,0.004154793991090324
giantess,7,8,6.426623112523744e-06,17.247507700907352,NN,1,{'NN'},NN,0,22.27942243332379,giantess,giantess,giantess,4,5.569855608330948,0.0007541588900488765
giantesses,1,10,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,giantess,giantess,giantess,1,7.569855608330948,0.0001138324151628714
giants,57,6,5.2331073916264776e-05,14.221972608800217,NNS,2,"{'NN', 'NNS'}",NN,0,57.117689733295165,giant,giant,giant,16,3.569855608330948,0.0038225156595551495
gib,3,3,2.7542670482244616e-06,18.4699001222438,NNP,2,"{'NNP', 'VB'}",NN,0,7.569855608330948,gib,gib,gib,1,7.569855608330948,0.0002632688015881387
gibber,1,6,9.180890160748206e-07,20.054862622964958,VB,1,{'VB'},VB,0,7.569855608330948,gibber,gibber,gib,1,7.569855608330948,0.00022011792987295574
gibbered,1,8,9.180890160748206e-07,20.054862622964958,VBN,1,{'VBN'},VB,0,7.569855608330948,gibber,gibber,gib,1,7.569855608330948,0.00017172993666812492
gibbering,2,9,1.836178032149641e-06,19.054862622964958,NN,2,"{'NN', 'VBG'}",NN,0,13.139711216661896,gibber,gibber,gib,2,6.569855608330948,0.0002899714663695469
gibbon,4,6,3.672356064299282e-06,18.054862622964958,NNP,2,"{'NN', 'NNP'}",NN,0,13.139711216661896,gibbon,gibbon,gibbon,2,6.569855608330948,0.0005456315287276673
giddiness,1,9,9.180890160748206e-07,20.054862622964958,JJ,1,{'JJ'},JJ,0,7.569855608330948,giddi,giddi,giddy,1,7.569855608330948,0.0001520662034618511
giddy,2,5,1.836178032149641e-06,19.054862622964958,NN,1,{'NN'},NN,0,13.139711216661896,giddi,giddi,giddy,2,6.569855608330948,0.000261453559184863
gideon,3,6,2.7542670482244616e-06,18.4699001222438,NNP,1,{'NNP'},NN,0,13.139711216661896,gideon,gideon,gideon,2,6.569855608330948,0.000304752110008288
gift,30,4,2.7542670482244616e-05,15.14797202735644,NN,3,"{'NN', 'NNP', 'VB'}",NN,0,71.637434582635,gift,gift,gift,24,2.9848931076097918,0.0017266699248842663
gifted,11,6,1.0098979176823027e-05,16.59543100432766,JJ,3,"{'VBN', 'VBZ', 'JJ'}",JJ,0,39.599375461997724,gift,gift,gift,9,4.399930606888636,0.0010263608436649307
gifts,6,5,5.508534096448923e-06,17.4699001222438,NN,2,"{'NN', 'NNS'}",NN,0,22.27942243332379,gift,gift,gift,4,5.569855608330948,0.000631352580417375
gig,1,3,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,gig,gig,gig,1,7.569855608330948,0.0001328044843566833
gigantic,58,8,5.3249162932339595e-05,14.196881627837385,JJ,2,"{'NN', 'JJ'}",JJ,0,92.17440670604054,gigant,gigant,gig,43,2.14359085362885,0.002176324790118115
giggle,15,6,1.3771335241122308e-05,16.147972027356438,NN,2,"{'NN', 'VB'}",NN,0,52.67500960782681,giggl,giggl,giggl,14,3.7625006862733437,0.0012401820657003302
giggled,16,7,1.4689424257197129e-05,16.054862622964958,VBD,4,"{'NN', 'VBD', 'VBN', 'VBP'}",VB,0,52.67500960782681,giggl,giggl,giggl,14,3.7625006862733437,0.0012257555331599518
giggles,14,7,1.2853246225047488e-05,16.247507700907352,NN,3,"{'NN', 'NNS', 'VBZ'}",NN,0,50.30240657246812,giggl,giggl,giggl,13,3.8694158901898557,0.0010456039149606905
giggling,31,8,2.846075949831944e-05,15.100666312578083,VBG,5,"{'NNS', 'NN', 'VBD', 'JJ', 'VBG'}",VB,0,74.60481314493624,giggl,giggl,giggl,26,2.8694158901898557,0.0015753939886212628
giggly,1,6,9.180890160748206e-07,20.054862622964958,JJ,1,{'JJ'},JJ,0,7.569855608330948,giggli,gigg,gig,1,7.569855608330948,0.00013785932632181657
gilbert,1,7,9.180890160748206e-07,20.054862622964958,NNP,1,{'NNP'},NN,0,7.569855608330948,gilbert,gilbert,gilbert,1,7.569855608330948,0.00017786314869198654
gilded,6,6,5.508534096448923e-06,17.4699001222438,JJ,2,"{'VBD', 'JJ'}",JJ,0,29.90935864565875,gild,gild,gild,6,4.984893107609792,0.0005375465085509445
gilderoy,45,8,4.131400572336693e-05,14.563009526635282,NNP,3,"{'NN', 'POS', 'NNP'}",NN,0,42.47927513443585,gilderoy,gilderoy,gilderoy,10,4.247927513443585,0.00258863098194684
gilderoys,2,9,1.836178032149641e-06,19.054862622964958,NNP,1,{'NNP'},NN,0,7.569855608330948,gilderoy,gilderoy,gilderoy,1,7.569855608330948,0.00025296092258415864
gilding,2,7,1.836178032149641e-06,19.054862622964958,VBG,1,{'VBG'},VB,0,13.139711216661896,gild,gild,gild,2,6.569855608330948,0.0002508241133100909
gills,3,5,2.7542670482244616e-06,18.4699001222438,NN,1,{'NN'},NN,0,7.569855608330948,gill,gill,gil,1,7.569855608330948,0.0002887054007753985
gillywater,3,10,2.7542670482244616e-06,18.4699001222438,NN,2,"{'NN', 'NNP'}",NN,0,17.954679322829374,gillywat,gillywat,gillyw,3,5.984893107609792,0.0003279465164640604
gillyweed,11,9,1.0098979176823027e-05,16.59543100432766,NN,1,{'NN'},NN,0,22.27942243332379,gillywe,gillywe,gillywee,4,5.569855608330948,0.0008778961530234028
gilt,1,4,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,gilt,gilt,gilt,1,7.569855608330948,0.00010767931164055402
gimlet,1,6,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,gimlet,gimlet,gimlet,1,7.569855608330948,0.00010163608496684945
gimme,2,5,1.836178032149641e-06,19.054862622964958,NN,1,{'NN'},NN,0,13.139711216661896,gimm,gimm,gim,2,6.569855608330948,0.00021549088737910863
gin,11,3,1.0098979176823027e-05,16.59543100432766,NN,3,"{'NN', 'NNS', 'VB'}",NN,0,7.569855608330948,gin,gin,gin,1,7.569855608330948,0.002434748879872527
ginevra,1,7,9.180890160748206e-07,20.054862622964958,NNP,1,{'NNP'},NN,0,7.569855608330948,ginevra,ginevra,ginevr,1,7.569855608330948,0.0001606505859153427
ginevras,1,8,9.180890160748206e-07,20.054862622964958,NNP,1,{'NNP'},NN,0,7.569855608330948,ginevra,ginevra,ginevra,1,7.569855608330948,0.0001606505859153427
ging,1,4,9.180890160748206e-07,20.054862622964958,VBG,1,{'VBG'},VB,0,7.569855608330948,ging,ging,ging,1,7.569855608330948,0.0001562405698313921
ginger,30,6,2.7542670482244616e-05,15.14797202735644,NN,3,"{'NN', 'NNP', 'JJ'}",NN,0,64.95855026887172,ginger,ginger,ging,20,3.2479275134435857,0.0019476469376392663
gingerbread,2,11,1.836178032149641e-06,19.054862622964958,NN,1,{'NN'},NN,0,13.139711216661896,gingerbread,gingerbread,gingerbread,2,6.569855608330948,0.00020469245317827637
gingerly,15,8,1.3771335241122308e-05,16.147972027356438,RB,4,"{'NN', 'NNS', 'RB', 'NNP'}",RB,0,54.944475190836435,gingerli,ginger,ging,15,3.662965012722429,0.0011631650960605615
gingery,3,7,2.7542670482244616e-06,18.4699001222438,NN,2,"{'NN', 'JJ'}",NN,0,17.954679322829374,gingeri,gingeri,gingery,3,5.984893107609792,0.0003409450491160577
ginny,708,5,0.000650007023380973,10.587257072881961,NNP,7,"{'NNS', 'CD', 'NN', 'POS', 'VB', 'JJ', 'NNP'}",NN,0,96.259016009202,ginni,ginni,ginny,92,1.0462936522739348,0.013519382746234612
ginnyand,1,8,9.180890160748206e-07,20.054862622964958,NNP,1,{'NNP'},NN,0,7.569855608330948,ginnyand,ginnyand,ginnyand,1,7.569855608330948,0.00014701603434319184
ginnyll,1,7,9.180890160748206e-07,20.054862622964958,NNP,1,{'NNP'},NN,0,7.569855608330948,ginnyl,ginnyl,ginnyl,1,7.569855608330948,0.00018617451078039714
ginnys,62,6,5.692151899663888e-05,14.100666312578083,NNP,6,"{'NNS', 'RB', 'NN', 'POS', 'JJ', 'NNP'}",NN,0,87.33488297997393,ginni,ginni,ginny,37,2.360402242701998,0.0025003902884452524
ginnythe,1,8,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,ginnyth,ginnyth,ginnyth,1,7.569855608330948,0.0001122291417098732
giraffe,1,7,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,giraff,giraff,giraff,1,7.569855608330948,0.00022134080726113884
girl,218,4,0.0002001434055043109,12.286678298188031,NN,7,"{'NNS', 'NN', 'VBZ', 'VB', 'VBP', 'JJ', 'NNP'}",NN,0,100.01991395215376,girl,girl,girl,79,1.266074860153845,0.005054289653036712
girlfriend,19,10,1.744369130542159e-05,15.806935109521373,NN,1,{'NN'},NN,0,50.30240657246812,girlfriend,girlfriend,girlfriend,13,3.8694158901898557,0.0012456105830304664
girlfriends,2,11,1.836178032149641e-06,19.054862622964958,NN,2,"{'NN', 'NNS'}",NN,0,13.139711216661896,girlfriend,girlfriend,girlfriend,2,6.569855608330948,0.0002952118887456541
girlish,8,7,7.344712128598564e-06,17.054862622964958,JJ,2,"{'NN', 'JJ'}",JJ,0,33.33750480391341,girlish,girlish,girl,7,4.762500686273344,0.0006710531848530925
girls,158,5,0.00014505806453982164,12.751081874787856,NNS,6,"{'NNS', 'NN', 'VB', 'VBP', 'JJ', 'NNP'}",NN,0,100.83184945714173,girl,girl,girl,69,1.4613311515527787,0.004655855058643465
girly,2,5,1.836178032149641e-06,19.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,girli,gir,gir,1,7.569855608330948,0.00019062844644499992
gist,2,4,1.836178032149641e-06,19.054862622964958,NN,1,{'NN'},NN,0,13.139711216661896,gist,gist,gist,2,6.569855608330948,0.0002453489208203734
git,21,3,1.9279869337571232e-05,15.662545200186198,NN,4,"{'NN', 'POS', 'NNS', 'VB'}",NN,0,61.19875092399543,git,git,git,18,3.3999306068886352,0.001513154893873211
gits,5,4,4.590445080374103e-06,17.732934528077596,NN,2,"{'NN', 'NNS'}",NN,0,26.239637567217926,git,git,git,5,5.247927513443585,0.0004136997281281856
giv,1,3,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,giv,giv,giv,1,7.569855608330948,6.304010333386865e-05
give,491,4,0.0004507817068927369,11.115283408650265,VB,5,"{'CD', 'NN', 'VB', 'VBP', 'JJ'}",VB,0,34.81779100890971,give,give,giv,164,0.21230360371286405,0.0020177991938005106
giveaway,5,8,4.590445080374103e-06,17.732934528077596,NN,1,{'NN'},NN,0,26.239637567217926,giveaway,giveaway,giveaway,5,5.247927513443585,0.000483187143802609
given,265,5,0.00024329358925982746,12.005014073514396,VBN,6,"{'RB', 'NN', 'VBN', 'VBZ', 'JJ', 'NNP'}",VB,0,66.5604015228158,given,given,giv,135,0.493040011280117,0.0025897106946607866
gives,28,5,2.5706492450094975e-05,15.247507700907354,VBZ,2,"{'NNS', 'VBZ'}",VB,0,71.637434582635,give,give,giv,24,2.9848931076097918,0.0018994362850970877
givin,5,5,4.590445080374103e-06,17.732934528077596,VBD,5,"{'NN', 'VBD', 'VBZ', 'VB', 'JJ'}",VB,0,17.954679322829374,givin,givin,givin,3,5.984893107609792,0.0003691343256160406
giving,170,6,0.0001560751327327195,12.645471686827255,VBG,2,"{'VBG', 'NNP'}",VB,0,96.259016009202,give,give,giv,92,1.0462936522739348,0.0033020269912793403
glacial,1,7,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,glacial,glacial,glac,1,7.569855608330948,0.00010596102475267284
glacier,1,7,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,glacier,glacier,glacy,1,7.569855608330948,0.00024593423029015425
glad,113,4,0.00010374405881645472,13.23468366054977,JJ,10,"{'NNS', 'NN', 'POS', 'JJR', 'VBN', 'VBD', 'VBZ', 'VB', 'JJ', 'NNP'}",JJ,0,100.33631820797558,glad,glad,glad,77,1.3030690676360466,0.0029909719597241663
glade,1,5,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,glade,glade,glad,1,7.569855608330948,0.00019626278476357137
gladly,6,6,5.508534096448923e-06,17.4699001222438,RB,4,"{'NN', 'RB', 'VBP', 'VB'}",RB,0,29.90935864565875,gladli,glad,glad,6,4.984893107609792,0.0006264393186320508
gladrags,2,8,1.836178032149641e-06,19.054862622964958,NNP,1,{'NNP'},NN,0,13.139711216661896,gladrag,gladrag,gladr,2,6.569855608330948,0.0001985554341672179
gladys,2,6,1.836178032149641e-06,19.054862622964958,NNP,1,{'NNP'},NN,0,13.139711216661896,gladi,gladi,glady,2,6.569855608330948,0.00016448434538586466
glamour,2,7,1.836178032149641e-06,19.054862622964958,NN,1,{'NN'},NN,0,13.139711216661896,glamour,glamour,glamo,2,6.569855608330948,0.00028574122760407773
glance,73,6,6.70204981734619e-05,13.86503806408494,NN,2,"{'NN', 'VB'}",NN,0,100.17087647253251,glanc,glanc,glant,62,1.6156592979440727,0.0022477630160331026
glanced,193,7,0.00017719118010244039,12.462405585696878,VBD,3,"{'NN', 'VBD', 'VBN'}",VB,0,87.38216990738835,glanc,glanc,glant,109,0.8016712835540215,0.0028814169820302288
glances,12,7,1.1017068192897846e-05,16.4699001222438,NNS,2,"{'NN', 'NNS'}",NN,0,42.47927513443585,glanc,glanc,glant,10,4.247927513443585,0.0010625914435947778
glancing,74,8,6.793858718953673e-05,13.845409257336009,VBG,3,"{'NN', 'VBG', 'JJ'}",VB,0,98.00827773304388,glanc,glanc,glant,54,1.8149681061674794,0.0024210973168351034
glare,17,5,1.560751327327195e-05,15.967399781714619,NN,3,"{'NN', 'VBP', 'VB'}",NN,0,57.117689733295165,glare,glare,glar,16,3.569855608330948,0.0012352474251444354
glared,53,6,4.865871785196549e-05,14.326942168401759,VBD,2,"{'VBD', 'VBN'}",VB,0,92.17440670604054,glare,glare,glar,43,2.14359085362885,0.0021965163040906597
glares,1,6,9.180890160748206e-07,20.054862622964958,NNS,1,{'NNS'},NN,0,7.569855608330948,glare,glare,glar,1,7.569855608330948,0.00014028642713734152
glaring,62,7,5.692151899663888e-05,14.100666312578083,VBG,5,"{'NN', 'VBD', 'VB', 'VBG', 'NNP'}",VB,0,96.76894358433206,glare,glare,glar,51,1.8974302663594522,0.0022966230876991954
glass,241,5,0.00022125945287403175,12.141973286734997,NN,3,"{'NN', 'VBP', 'NNP'}",NN,0,97.71731109304126,glass,glass,glass,88,1.1104239896936507,0.005016703475864442
glasses,202,7,0.00018545398124711376,12.396651140213162,NNS,6,"{'NNS', 'NN', 'VBZ', 'VB', 'JJ', 'NNP'}",NN,0,93.10939983688247,glass,glass,glass,99,0.9404989882513382,0.003741377465362652
glassless,1,9,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,glassless,glassless,glassless,1,7.569855608330948,0.00010567996102653842
glassy,9,6,8.262801144673386e-06,16.884937621522646,JJ,2,"{'NN', 'JJ'}",JJ,0,36.55884486664758,glassi,glassi,glassy,8,4.569855608330948,0.0005533648803905556
glazed,10,6,9.180890160748207e-06,16.732934528077596,VBN,3,"{'VBN', 'VBP', 'JJ'}",VB,0,42.47927513443585,glaze,glaze,glaz,10,4.247927513443585,0.0008408225665962802
gleam,11,5,1.0098979176823027e-05,16.59543100432766,NN,1,{'NN'},NN,0,39.599375461997724,gleam,gleam,gleam,9,4.399930606888636,0.0009236633887551337
gleamed,19,7,1.744369130542159e-05,15.806935109521373,VBD,3,"{'NN', 'VBD', 'VBN'}",VB,0,61.19875092399543,gleam,gleam,gleam,18,3.3999306068886352,0.0012469667064374105
gleaming,85,8,7.803756636635975e-05,13.645471686827255,VBG,6,"{'NNS', 'NN', 'VB', 'VBP', 'JJ', 'VBG'}",VB,0,99.54554097917729,gleam,gleam,gleam,59,1.6872125589691065,0.0027940880876899114
gleaned,2,7,1.836178032149641e-06,19.054862622964958,VBD,1,{'VBD'},VB,0,13.139711216661896,glean,glean,gle,2,6.569855608330948,0.00023866822905526638
gleaning,1,8,9.180890160748206e-07,20.054862622964958,VBG,1,{'VBG'},VB,0,7.569855608330948,glean,glean,gle,1,7.569855608330948,0.00012036660213596673
glee,14,4,1.2853246225047488e-05,16.247507700907352,NN,2,"{'NN', 'JJ'}",NN,0,52.67500960782681,glee,glee,gle,14,3.7625006862733437,0.0009370557905283891
gleeful,12,7,1.1017068192897846e-05,16.4699001222438,JJ,2,"{'NN', 'JJ'}",JJ,0,47.8187172913175,gleeful,gleeful,gle,12,3.9848931076097918,0.0008665315248651037
gleefully,22,9,2.0197958353646054e-05,15.59543100432766,NN,4,"{'NN', 'CD', 'RB', 'VB'}",NN,0,64.95855026887172,gleefulli,gleefulli,gle,20,3.2479275134435857,0.0012538768174795553
glen,1,4,9.180890160748206e-07,20.054862622964958,JJ,1,{'JJ'},JJ,0,7.569855608330948,glen,glen,glen,1,7.569855608330948,0.00012146751617989327
glide,6,5,5.508534096448923e-06,17.4699001222438,VB,2,"{'VBP', 'VB'}",VB,0,29.90935864565875,glide,glide,glid,6,4.984893107609792,0.000514660488278494
glided,19,6,1.744369130542159e-05,15.806935109521373,VBD,3,"{'VBD', 'VBN', 'JJ'}",VB,0,61.19875092399543,glide,glide,glid,18,3.3999306068886352,0.001319308062278586
glider,1,6,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,glider,glider,glid,1,7.569855608330948,0.00019247026718359895
gliding,36,7,3.3051204578693544e-05,14.884937621522646,VBG,3,"{'NN', 'VBG', 'NNS'}",VB,0,82.23537946659033,glide,glide,glid,32,2.569855608330948,0.0017818733680924205
glil,1,4,9.180890160748206e-07,20.054862622964958,JJ,1,{'JJ'},JJ,0,7.569855608330948,glil,glil,glil,1,7.569855608330948,0.00016463365829340904
glimmer,1,7,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,glimmer,glimmer,glim,1,7.569855608330948,0.00012373088604659935
glimmered,8,9,7.344712128598564e-06,17.054862622964958,VBD,2,"{'VBD', 'VBN'}",VB,0,33.33750480391341,glimmer,glimmer,glim,7,4.762500686273344,0.0007238634951043243
glimmering,9,10,8.262801144673386e-06,16.884937621522646,VBG,2,"{'NN', 'VBG'}",VB,0,39.599375461997724,glimmer,glimmer,glim,9,4.399930606888636,0.0007047702247332154
glimmers,2,8,1.836178032149641e-06,19.054862622964958,NNS,1,{'NNS'},NN,0,7.569855608330948,glimmer,glimmer,glim,1,7.569855608330948,0.00020483982162984568
glimpse,35,7,3.213311556261872e-05,14.92557960601999,NN,2,"{'NN', 'VB'}",NN,0,79.88895038167287,glimps,glimps,glimps,30,2.662965012722429,0.0018099166043551143
glimpsed,24,8,2.2034136385795692e-05,15.469900122243802,VBD,2,"{'VBD', 'VBN'}",VB,0,68.42932777326031,glimps,glimps,glimps,22,3.1104239896936505,0.0015418525288353904
