term_str,n,n_chars,p,i,max_pos,n_pos,cat_pos,max_pos_group,stop,dfidf,stem_porter,stem_snowball,stem_lancaster,df,idf,mean_tfidf,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust,sentiment
medal,4,5,3.672356064299282e-06,18.054862622964958,NNP,2,"{'NN', 'NNP'}",NN,0,22.27942243332379,medal,medal,med,4,5.569855608330948,0.00037472986174356585,0,1,0,0,1,0,1,0,1,1,1
meddle,2,6,1.836178032149641e-06,19.054862622964958,VB,1,{'VB'},VB,0,13.139711216661896,meddl,meddl,meddl,2,6.569855608330948,0.0002934920016727568,1,0,0,0,0,1,0,0,0,0,-1
medical,1,7,9.180890160748206e-07,20.054862622964958,JJ,1,{'JJ'},JJ,0,7.569855608330948,medic,medic,med,1,7.569855608330948,0.00017172993666812492,0,1,0,1,0,0,1,0,0,1,1
memorable,3,9,2.7542670482244616e-06,18.4699001222438,JJ,1,{'JJ'},JJ,0,17.954679322829374,memor,memor,mem,3,5.984893107609792,0.00036393854894295154,0,0,0,0,1,0,1,0,1,1,1
menace,4,6,3.672356064299282e-06,18.054862622964958,NN,1,{'NN'},NN,0,22.27942243332379,menac,menac,menac,4,5.569855608330948,0.00033809753005186404,1,0,0,1,0,1,0,0,0,0,-1
menacing,12,8,1.1017068192897846e-05,16.4699001222438,NN,4,"{'NN', 'VBG', 'JJ', 'NNS'}",NN,0,47.8187172913175,menac,menac,menac,12,3.9848931076097918,0.001022683004103021,1,0,0,1,0,1,0,0,0,0,-1
merciless,1,9,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,merciless,merciless,merciless,1,7.569855608330948,0.00017707264580891108,0,0,0,1,0,1,0,0,0,0,-1
merit,1,5,9.180890160748206e-07,20.054862622964958,NNP,1,{'NNP'},NN,0,7.569855608330948,merit,merit,merit,1,7.569855608330948,2.3842815862959297e-05,0,0,0,0,0,0,1,0,0,1,1
merry,21,5,1.9279869337571232e-05,15.662545200186198,NN,7,"{'CD', 'MD', 'NN', 'POS', 'PRP', 'JJ', 'NNP'}",NN,0,50.30240657246812,merri,merri,merry,13,3.8694158901898557,0.001590620510414791,0,0,0,0,1,0,1,0,0,0,1
mess,40,4,3.6723560642992826e-05,14.732934528077596,NN,3,"{'NN', 'NNP', 'VB'}",NN,0,83.34022913609232,mess,mess,mess,33,2.5254614889724945,0.0021326469191326786,0,0,1,0,0,1,0,0,0,0,-1
messy,2,5,1.836178032149641e-06,19.054862622964958,JJ,1,{'JJ'},JJ,0,13.139711216661896,messi,messi,messy,2,6.569855608330948,0.00021758463059747162,0,0,1,0,0,1,0,0,0,0,-1
mighty,3,6,2.7542670482244616e-06,18.4699001222438,NNS,2,"{'NN', 'NNS'}",NN,0,17.954679322829374,mighti,mighti,mighty,3,5.984893107609792,0.0003237960331987429,1,0,0,1,1,0,1,0,0,1,1
ministry,579,8,0.0005315735403073212,10.87744308497572,NNP,2,"{'NN', 'NNP'}",NN,0,69.36091654436927,ministri,ministri,min,132,0.5254614889724945,0.006180641509146032,0,0,0,0,1,0,1,0,0,1,1
miracle,11,7,1.0098979176823027e-05,16.59543100432766,NN,1,{'NN'},NN,0,42.47927513443585,miracl,miracl,mirac,10,4.247927513443585,0.0008671037258454498,0,1,0,0,1,0,1,0,1,1,1
miraculous,3,10,2.7542670482244616e-06,18.4699001222438,JJ,1,{'JJ'},JJ,0,17.954679322829374,miracul,miracul,mirac,3,5.984893107609792,0.00027403083419781676,0,0,0,0,1,0,1,0,1,0,1
mirth,4,5,3.672356064299282e-06,18.054862622964958,NN,1,{'NN'},NN,0,22.27942243332379,mirth,mirth,mir,4,5.569855608330948,0.0003466784292797995,0,0,0,0,1,0,1,0,0,0,1
misbehavior,1,11,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,misbehavior,misbehavior,misbehavy,1,7.569855608330948,0.00011548216031015938,1,0,1,0,0,1,0,0,1,0,-1
miscarriage,2,11,1.836178032149641e-06,19.054862622964958,NN,2,"{'NN', 'NNS'}",NN,0,7.569855608330948,miscarriag,miscarriag,miscarry,1,7.569855608330948,0.0003723490215607943,0,0,0,1,0,1,0,1,0,0,-1
miserable,43,9,3.947782769121728e-05,14.62859786826286,JJ,5,"{'NN', 'VBN', 'VB', 'JJ', 'NNP'}",JJ,0,86.39750184799087,miser,miser,mis,36,2.3999306068886352,0.0021660248946432253,1,0,1,0,0,1,0,1,0,0,-1
miserably,41,9,3.7641649659067645e-05,14.697310618346874,NN,6,"{'NNS', 'RB', 'NN', 'VBD', 'VB', 'JJ'}",NN,0,84.40135408074069,miser,miser,mis,34,2.4823927670806083,0.0019738301506788463,0,0,0,0,0,1,0,1,0,0,-1
misery,15,6,1.3771335241122308e-05,16.147972027356438,NN,2,"{'NN', 'VB'}",NN,0,52.67500960782681,miseri,miseri,misery,14,3.7625006862733437,0.0011716640638322728,1,0,1,1,0,1,0,1,0,0,-1
misfortune,4,10,3.672356064299282e-06,18.054862622964958,NN,1,{'NN'},NN,0,17.954679322829374,misfortun,misfortun,misfortun,3,5.984893107609792,0.0004597216071983584,0,0,0,1,0,1,0,1,0,0,-1
misguided,1,9,9.180890160748206e-07,20.054862622964958,JJ,1,{'JJ'},JJ,0,7.569855608330948,misguid,misguid,misguid,1,7.569855608330948,0.00010567996102653842,0,0,1,0,0,1,0,0,0,0,-1
mishap,1,6,9.180890160748206e-07,20.054862622964958,FW,1,{'FW'},FW,0,7.569855608330948,mishap,mishap,mishap,1,7.569855608330948,0.00010738907090836923,0,0,1,1,0,1,0,1,1,0,-1
misleading,4,10,3.672356064299282e-06,18.054862622964958,VBG,3,"{'VBG', 'VBN', 'JJ'}",VB,0,22.27942243332379,mislead,mislead,mislead,4,5.569855608330948,0.00034655477539266615,1,0,1,0,0,1,0,0,0,0,-1
missing,78,7,7.1610943253836e-05,13.769460404102709,VBG,8,"{'NNS', 'RB', 'NN', 'VBN', 'VB', 'JJ', 'VBG', 'NNP'}",VB,0,99.54554097917729,miss,miss,miss,59,1.6872125589691065,0.002698704871416923,0,0,0,1,0,1,0,1,0,0,-1
mistake,76,7,6.977476522168636e-05,13.806935109521373,NN,6,"{'NNS', 'NN', 'VB', 'VBP', 'JJ', 'NNP'}",NN,0,99.98621451685176,mistak,mistak,mistak,61,1.6391182707680616,0.002617782189152184,0,0,0,0,0,1,0,1,0,0,-1
mistaken,34,8,3.12150265465439e-05,14.967399781714619,VBN,7,"{'RB', 'NN', 'VBN', 'VBZ', 'VB', 'IN', 'JJ'}",VB,0,79.88895038167287,mistaken,mistaken,mistak,30,2.662965012722429,0.0017296712918469168,0,0,0,1,0,1,0,0,0,0,-1
mistress,20,8,1.8361780321496413e-05,15.732934528077596,NN,2,"{'NN', 'NNP'}",NN,0,36.55884486664758,mistress,mistress,mistress,8,4.569855608330948,0.001664752512347444,1,0,1,0,0,1,0,0,0,0,-1
mistrust,3,8,2.7542670482244616e-06,18.4699001222438,VB,3,"{'NN', 'VBP', 'VB'}",VB,0,17.954679322829374,mistrust,mistrust,mistrust,3,5.984893107609792,0.0003908853959171023,0,0,1,1,0,1,0,0,0,0,-1
mite,1,4,9.180890160748206e-07,20.054862622964958,JJ,1,{'JJ'},JJ,0,7.569855608330948,mite,mite,mit,1,7.569855608330948,0.0001755125343920925,0,0,1,0,0,1,0,0,0,0,-1
moan,16,4,1.4689424257197129e-05,16.054862622964958,NN,2,"{'NN', 'VB'}",NN,0,54.944475190836435,moan,moan,moan,15,3.662965012722429,0.0011429427434245477,0,0,0,1,0,0,0,1,0,0,0
mob,1,3,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,mob,mob,mob,1,7.569855608330948,0.0001328044843566833,1,0,0,1,0,1,0,0,0,0,-1
mocking,1,7,9.180890160748206e-07,20.054862622964958,VBG,1,{'VBG'},VB,0,7.569855608330948,mock,mock,mock,1,7.569855608330948,0.00017026215943164526,1,0,1,0,0,1,0,1,0,0,-1
modest,10,6,9.180890160748207e-06,16.732934528077596,JJ,4,"{'NN', 'NNS', 'VBP', 'JJ'}",JJ,0,39.599375461997724,modest,modest,modest,9,4.399930606888636,0.0010166115316332333,0,0,0,0,0,0,1,0,0,1,1
momentum,2,8,1.836178032149641e-06,19.054862622964958,VB,2,"{'NN', 'VB'}",VB,0,13.139711216661896,momentum,momentum,moment,2,6.569855608330948,0.0002527871162971147,0,1,0,0,0,0,1,0,0,0,1
money,72,5,6.610240915738709e-05,13.884937621522646,NN,4,"{'NN', 'NNS', 'VBN', 'JJ'}",NN,0,87.33488297997393,money,money,money,37,2.360402242701998,0.003837924520094578,1,1,0,0,1,0,1,0,1,1,1
monk,1,4,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,monk,monk,monk,1,7.569855608330948,0.00015873045939045812,0,0,0,0,0,0,1,0,0,1,1
monster,52,7,4.774062883589067e-05,14.354422904823865,NN,2,"{'NN', 'NNP'}",NN,0,70.0647540023005,monster,monster,monst,23,3.046293652273935,0.002335819478526717,0,0,0,1,0,1,0,0,0,0,-1
moody,426,5,0.0003911059208478736,11.320153002739119,NNP,3,"{'NN', 'NNP', 'VB'}",NN,0,95.80214244657124,moodi,moodi,moody,49,1.9551457642157395,0.01612769799465842,1,0,0,0,0,1,0,1,0,0,-1
moral,3,5,2.7542670482244616e-06,18.4699001222438,JJ,1,{'JJ'},JJ,0,13.139711216661896,moral,moral,mor,2,6.569855608330948,0.0002785869236737203,1,0,0,0,0,0,1,0,0,1,1
morality,1,8,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,moral,moral,mor,1,7.569855608330948,0.00013505540782035588,0,0,0,0,0,0,1,0,0,1,1
mortality,1,9,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,mortal,mortal,mort,1,7.569855608330948,0.00016810694222364972,1,0,0,1,0,1,0,1,0,0,-1
mother,285,6,0.0002616553695813239,11.900044513912853,NN,10,"{'NNS', 'RB', 'NN', 'JJR', 'VB', 'VBP', 'CC', 'JJ', 'FW', 'NNP'}",NN,0,86.07381135987346,mother,mother,moth,111,0.775439741980842,0.004607873752908953,0,1,0,0,1,1,1,1,0,1,0
mournful,8,8,7.344712128598564e-06,17.054862622964958,JJ,1,{'JJ'},JJ,0,36.55884486664758,mourn,mourn,mourn,8,4.569855608330948,0.0006080069199646168,1,0,0,1,0,1,0,1,0,0,-1
mourning,4,8,3.672356064299282e-06,18.054862622964958,NN,2,"{'NN', 'VBG'}",NN,0,22.27942243332379,mourn,mourn,mourn,4,5.569855608330948,0.0004317277452166003,0,0,0,0,0,1,0,1,0,0,-1
muck,5,4,4.590445080374103e-06,17.732934528077596,NN,1,{'NN'},NN,0,26.239637567217926,muck,muck,muck,5,5.247927513443585,0.0003910737871409879,0,0,1,0,0,1,0,0,0,0,-1
muddy,25,5,2.2952225401870515e-05,15.411006433190233,JJ,2,"{'NN', 'JJ'}",JJ,0,64.95855026887172,muddi,muddi,muddy,20,3.2479275134435857,0.0014206898128330603,0,0,1,0,0,1,0,0,0,0,-1
mug,20,3,1.8361780321496413e-05,15.732934528077596,NN,3,"{'NN', 'NNP', 'JJ'}",NN,0,45.214663886630156,mug,mug,mug,11,4.1104239896936505,0.0017179039267391826,1,0,0,1,0,1,1,1,0,0,0
mule,2,4,1.836178032149641e-06,19.054862622964958,NN,1,{'NN'},NN,0,13.139711216661896,mule,mule,mul,2,6.569855608330948,0.0002626736528204679,1,0,0,0,0,1,0,0,0,1,-1
mum,176,3,0.00016158366682916844,12.59543100432766,NNP,9,"{'NNS', 'CD', 'NN', 'POS', 'IN', 'VB', 'JJ', 'FW', 'NNP'}",NN,0,99.63045404115219,mum,mum,mum,81,1.2300056054463233,0.004638993034015726,0,0,0,1,0,1,0,0,0,0,-1
murder,52,6,4.774062883589067e-05,14.354422904823865,NN,5,"{'NNS', 'NN', 'VBN', 'VB', 'VBP'}",NN,0,86.39750184799087,murder,murder,murd,36,2.3999306068886352,0.0024890521307034527,1,0,1,1,0,1,0,1,1,0,-1
murderer,19,8,1.744369130542159e-05,15.806935109521373,NN,3,"{'NN', 'NNS', 'VB'}",NN,0,57.117689733295165,murder,murder,murd,16,3.569855608330948,0.0014053480102997054,1,0,1,1,0,1,0,1,0,0,-1
murderous,9,9,8.262801144673386e-06,16.884937621522646,JJ,2,"{'NN', 'JJ'}",JJ,0,39.599375461997724,murder,murder,murd,9,4.399930606888636,0.000683788124542587,1,0,1,1,0,1,0,1,1,0,-1
murky,6,5,5.508534096448923e-06,17.4699001222438,NN,2,"{'NN', 'JJ'}",NN,0,29.90935864565875,murki,murki,murky,6,4.984893107609792,0.0004951120323320354,0,0,1,0,0,1,0,1,0,0,-1
music,27,5,2.4788403434020156e-05,15.29997512080149,NN,3,"{'NN', 'NNP', 'JJ'}",NN,0,59.200677040370344,music,music,mus,17,3.4823927670806083,0.0015922390624710319,0,0,0,0,1,0,1,1,0,0,1
musical,13,7,1.1935157208972667e-05,16.354422904823867,JJ,1,{'JJ'},JJ,0,42.47927513443585,music,music,mus,10,4.247927513443585,0.0010544465848918924,1,1,0,0,1,0,1,1,1,1,1
musty,7,5,6.426623112523744e-06,17.247507700907352,NN,2,"{'NN', 'JJ'}",NN,0,33.33750480391341,musti,musti,musty,7,4.762500686273344,0.000535238387950363,0,0,1,0,0,1,0,0,0,0,-1
mutilated,6,9,5.508534096448923e-06,17.4699001222438,VBN,3,"{'VBD', 'NN', 'VBN'}",VB,0,26.239637567217926,mutil,mutil,mutil,5,5.247927513443585,0.0007522550434466616,0,0,1,0,0,1,0,0,0,0,-1
mutilation,1,10,9.180890160748206e-07,20.054862622964958,NNP,1,{'NNP'},NN,0,7.569855608330948,mutil,mutil,mutil,1,7.569855608330948,0.0003376385195508897,1,0,1,1,0,1,0,1,0,0,-1
mutiny,1,6,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,mutini,mutini,mutiny,1,7.569855608330948,0.0001464755342169301,1,0,1,1,0,1,0,0,1,0,-1
mutter,11,6,1.0098979176823027e-05,16.59543100432766,NN,4,"{'NN', 'RBR', 'RB', 'VB'}",NN,0,42.47927513443585,mutter,mutter,mut,10,4.247927513443585,0.0010007533071547167,1,0,0,0,0,1,0,0,0,0,-1
muzzle,1,6,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,muzzl,muzzl,muzzl,1,7.569855608330948,0.0003984134530700499,0,0,0,1,0,1,0,0,0,0,-1
mysterious,34,10,3.12150265465439e-05,14.967399781714619,JJ,2,"{'NN', 'JJ'}",JJ,0,78.6443637828979,mysteri,mysteri,mystery,29,2.711874613203376,0.0018401097907043737,0,1,0,1,0,0,0,0,1,0,0
mystery,14,7,1.2853246225047488e-05,16.247507700907352,NN,2,"{'NN', 'NNP'}",NN,0,47.8187172913175,mysteri,mysteri,mystery,12,3.9848931076097918,0.000962292850467025,0,1,0,0,0,0,0,0,1,0,0
nag,3,3,2.7542670482244616e-06,18.4699001222438,NN,3,"{'NN', 'NNS', 'JJ'}",NN,0,17.954679322829374,nag,nag,nag,3,5.984893107609792,0.0004743023193764773,1,0,0,0,0,1,0,0,0,0,-1
nameless,3,8,2.7542670482244616e-06,18.4699001222438,NN,2,"{'NN', 'NNP'}",NN,0,17.954679322829374,nameless,nameless,nameless,3,5.984893107609792,0.000411320370490439,0,0,1,0,0,1,0,0,0,0,-1
nap,2,3,1.836178032149641e-06,19.054862622964958,NN,2,"{'NN', 'JJ'}",NN,0,13.139711216661896,nap,nap,nap,2,6.569855608330948,0.00017709960369984145,0,0,0,0,1,0,1,0,0,0,1
nasty,109,5,0.00010007170275215544,13.286678298188031,JJ,5,"{'NNS', 'POS', 'JJ', 'NNP', 'RP'}",JJ,0,100.01991395215376,nasti,nasti,nasty,79,1.266074860153845,0.0028899378224172836,1,0,1,1,0,1,0,1,0,0,-1
nauseous,1,8,9.180890160748206e-07,20.054862622964958,JJ,1,{'JJ'},JJ,0,7.569855608330948,nauseou,nauseous,naus,1,7.569855608330948,0.0001606505859153427,0,0,1,0,0,1,0,1,0,0,-1
negative,1,8,9.180890160748206e-07,20.054862622964958,JJ,1,{'JJ'},JJ,0,7.569855608330948,neg,negat,neg,1,7.569855608330948,0.00018445067271761567,0,0,0,0,0,1,0,1,0,0,-1
neglected,5,9,4.590445080374103e-06,17.732934528077596,VBN,4,"{'VBD', 'VBN', 'IN', 'JJ'}",VB,0,26.239637567217926,neglect,neglect,neglect,5,5.247927513443585,0.00047929160335683413,1,0,1,0,0,1,0,1,0,0,-1
negotiate,2,9,1.836178032149641e-06,19.054862622964958,VB,2,"{'VBP', 'VB'}",VB,0,13.139711216661896,negoti,negoti,negoty,2,6.569855608330948,0.00026474003830502475,0,0,0,0,0,0,1,0,0,1,1
neighbor,6,8,5.508534096448923e-06,17.4699001222438,NN,1,{'NN'},NN,0,29.90935864565875,neighbor,neighbor,neighb,6,4.984893107609792,0.0006694113822094593,0,1,0,0,0,0,1,0,0,1,1
nervous,96,7,8.813654554318277e-05,13.469900122243802,JJ,5,"{'RB', 'NN', 'VB', 'VBP', 'JJ'}",JJ,0,100.68045827218464,nervou,nervous,nerv,66,1.5254614889724945,0.002699100808783314,0,1,0,1,0,1,0,0,0,0,-1
nettle,2,6,1.836178032149641e-06,19.054862622964958,JJ,1,{'JJ'},JJ,0,7.569855608330948,nettl,nettl,nettl,1,7.569855608330948,0.00025539323914746786,1,0,1,0,0,1,0,0,0,0,-1
neutral,1,7,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,neutral,neutral,neut,1,7.569855608330948,0.00024146269883033327,0,1,0,0,0,0,0,0,0,1,0
newcomer,3,8,2.7542670482244616e-06,18.4699001222438,NN,1,{'NN'},NN,0,17.954679322829374,newcom,newcom,newcom,3,5.984893107609792,0.00031745147799149334,0,0,0,1,0,0,0,0,1,0,0
nightmare,23,9,2.1116047369720873e-05,15.531300666907946,NN,3,"{'NN', 'NNP', 'JJ'}",NN,0,61.19875092399543,nightmar,nightmar,nightm,18,3.3999306068886352,0.0014694888445055052,0,0,0,1,0,1,0,0,0,0,-1
nobility,6,8,5.508534096448923e-06,17.4699001222438,NNP,2,"{'NN', 'NNP'}",NN,0,29.90935864565875,nobil,nobil,nobl,6,4.984893107609792,0.0005207707036562392,0,1,0,0,0,0,1,0,0,1,1
noble,26,5,2.3870314417945334e-05,15.354422904823865,JJ,5,"{'NNS', 'RB', 'NN', 'JJ', 'NNP'}",JJ,0,66.72830189659594,nobl,nobl,nobl,21,3.1775381855521876,0.0014888629923575872,0,0,0,0,0,0,1,0,0,1,1
noisy,18,5,1.6525602289346772e-05,15.884937621522646,JJ,3,"{'NN', 'RB', 'JJ'}",JJ,0,57.117689733295165,noisi,noisi,noisy,16,3.569855608330948,0.0013765655143056174,1,0,0,0,0,1,0,0,0,0,-1
notable,4,7,3.672356064299282e-06,18.054862622964958,JJ,1,{'JJ'},JJ,0,22.27942243332379,notabl,notabl,not,4,5.569855608330948,0.0004923111012032959,0,0,0,0,1,0,1,0,0,1,1
nothingness,9,11,8.262801144673386e-06,16.884937621522646,NN,2,"{'NN', 'JJ'}",NN,0,39.599375461997724,nothing,nothing,noth,9,4.399930606888636,0.0007708192931577394,0,0,0,0,0,1,0,1,0,0,-1
notoriety,1,9,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,notorieti,notorieti,not,1,7.569855608330948,0.00017707264580891108,1,0,1,1,0,1,1,0,0,0,0
noxious,1,7,9.180890160748206e-07,20.054862622964958,JJ,1,{'JJ'},JJ,0,7.569855608330948,noxiou,noxious,noxy,1,7.569855608330948,0.00011548216031015938,0,0,1,1,0,1,0,0,0,0,-1
numbness,4,8,3.672356064299282e-06,18.054862622964958,NN,3,"{'NN', 'RB', 'JJ'}",NN,0,22.27942243332379,numb,numb,numb,4,5.569855608330948,0.0004339796865099603,0,0,0,0,0,1,0,1,0,0,-1
nurse,9,5,8.262801144673386e-06,16.884937621522646,NN,2,"{'NN', 'VBP'}",NN,0,33.33750480391341,nurs,nurs,nurs,7,4.762500686273344,0.0010840597032602808,0,0,0,0,0,0,1,0,0,1,1
oath,2,4,1.836178032149641e-06,19.054862622964958,NNP,2,"{'NN', 'NNP'}",NN,0,13.139711216661896,oath,oath,oa,2,6.569855608330948,0.0002973140708712219,0,0,0,0,0,0,1,0,0,1,1
obedience,3,9,2.7542670482244616e-06,18.4699001222438,NN,1,{'NN'},NN,0,17.954679322829374,obedi,obedi,obedy,3,5.984893107609792,0.0005543352017214528,0,0,0,0,0,0,1,0,0,1,1
obey,16,4,1.4689424257197129e-05,16.054862622964958,VB,2,"{'VBP', 'VB'}",VB,0,50.30240657246812,obey,obey,obey,13,3.8694158901898557,0.0012429982810863677,0,0,0,1,0,0,0,0,0,1,0
obituary,6,8,5.508534096448923e-06,17.4699001222438,NN,2,"{'NN', 'JJ'}",NN,0,13.139711216661896,obituari,obituari,obitu,2,6.569855608330948,0.000879327023978647,0,0,0,0,0,1,0,1,0,0,-1
objection,7,9,6.426623112523744e-06,17.247507700907352,NN,1,{'NN'},NN,0,33.33750480391341,object,object,object,7,4.762500686273344,0.0006399666746943153,1,0,0,0,0,1,0,0,0,0,-1
objective,3,9,2.7542670482244616e-06,18.4699001222438,JJ,1,{'JJ'},JJ,0,13.139711216661896,object,object,object,2,6.569855608330948,0.0004593126201310471,0,1,0,0,0,0,1,0,0,1,1
oblige,2,6,1.836178032149641e-06,19.054862622964958,VB,1,{'VB'},VB,0,13.139711216661896,oblig,oblig,oblig,2,6.569855608330948,0.00031089900568484214,0,0,0,0,0,1,0,0,0,1,-1
obliging,1,8,9.180890160748206e-07,20.054862622964958,VBG,1,{'VBG'},VB,0,7.569855608330948,oblig,oblig,oblig,1,7.569855608330948,0.00010567996102653842,1,1,1,1,1,0,1,0,1,1,1
obliterated,4,11,3.672356064299282e-06,18.054862622964958,VBD,3,"{'JJ', 'VBD', 'RP'}",VB,0,22.27942243332379,obliter,obliter,oblit,4,5.569855608330948,0.00035376664896101865,1,0,0,1,0,1,0,0,0,0,-1
obliteration,1,12,9.180890160748206e-07,20.054862622964958,NNP,1,{'NNP'},NN,0,7.569855608330948,obliter,obliter,oblit,1,7.569855608330948,0.00015442381901939917,0,0,0,1,0,1,0,1,0,0,-1
oblivion,4,8,3.672356064299282e-06,18.054862622964958,NN,3,"{'NN', 'NNS', 'RP'}",NN,0,22.27942243332379,oblivion,oblivion,obl,4,5.569855608330948,0.0003663192117821001,1,0,0,1,0,1,0,0,0,0,-1
obnoxious,1,9,9.180890160748206e-07,20.054862622964958,JJ,1,{'JJ'},JJ,0,7.569855608330948,obnoxi,obnoxi,obnoxy,1,7.569855608330948,0.00017026215943164526,1,0,1,0,0,1,0,1,0,0,-1
obscene,2,7,1.836178032149641e-06,19.054862622964958,JJ,1,{'JJ'},JJ,0,13.139711216661896,obscen,obscen,obsc,2,6.569855608330948,0.0002650694797687232,0,0,1,0,0,1,0,0,0,0,-1
obstacle,3,8,2.7542670482244616e-06,18.4699001222438,NN,1,{'NN'},NN,0,17.954679322829374,obstacl,obstacl,obstac,3,5.984893107609792,0.0004022731729279305,1,0,0,1,0,1,0,1,0,0,-1
obstruct,1,8,9.180890160748206e-07,20.054862622964958,VB,1,{'VB'},VB,0,7.569855608330948,obstruct,obstruct,obstruct,1,7.569855608330948,9.308725539019857e-05,1,0,0,1,0,1,0,0,0,0,-1
obvious,57,7,5.2331073916264776e-05,14.221972608800217,JJ,8,"{'RB', 'MD', 'NN', 'VBD', 'IN', 'VBP', 'JJ', 'RP'}",JJ,0,92.85865554652062,obviou,obvious,obvy,44,2.1104239896936505,0.0023440892966952007,0,0,0,0,0,0,1,0,0,1,1
occupant,4,8,3.672356064299282e-06,18.054862622964958,NN,2,"{'NN', 'VBZ'}",NN,0,22.27942243332379,occup,occup,occup,4,5.569855608330948,0.0003698875973994523,0,0,0,0,0,0,1,0,0,1,1
oddity,2,6,1.836178032149641e-06,19.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,odditi,odditi,od,1,7.569855608330948,0.0002244582834197464,0,0,1,0,0,1,0,1,1,0,-1
offend,7,6,6.426623112523744e-06,17.247507700907352,VB,2,"{'VBP', 'VB'}",VB,0,29.90935864565875,offend,offend,offend,6,4.984893107609792,0.0007826444452469718,1,0,1,0,0,1,0,0,0,0,-1
offended,14,8,1.2853246225047488e-05,16.247507700907352,VBN,6,"{'RB', 'NN', 'VBD', 'VBN', 'IN', 'JJ'}",VB,0,50.30240657246812,offend,offend,offend,13,3.8694158901898557,0.0009713932516495389,1,0,0,0,0,1,0,1,0,0,-1
offense,8,7,7.344712128598564e-06,17.054862622964958,NN,3,"{'NN', 'MD', 'JJ'}",NN,0,33.33750480391341,offens,offens,offens,7,4.762500686273344,0.0008131171826583006,1,0,1,1,0,1,0,1,0,0,-1
offensive,8,9,7.344712128598564e-06,17.054862622964958,JJ,2,"{'NNP', 'JJ'}",JJ,0,36.55884486664758,offens,offens,offend,8,4.569855608330948,0.0006948802640085693,1,0,1,0,0,1,0,0,0,0,-1
ogre,1,4,9.180890160748206e-07,20.054862622964958,JJ,1,{'JJ'},JJ,0,7.569855608330948,ogr,ogr,ogr,1,7.569855608330948,0.00015747567315021734,0,0,1,1,0,1,0,0,0,0,-1
omen,8,4,7.344712128598564e-06,17.054862622964958,NN,3,"{'NN', 'NNS', 'IN'}",NN,0,29.90935864565875,omen,omen,om,6,4.984893107609792,0.0007342236377855608,0,1,0,1,0,1,0,0,0,0,-1
ominous,20,7,1.8361780321496413e-05,15.732934528077596,JJ,2,"{'NN', 'JJ'}",JJ,0,63.11663380285988,omin,omin,omin,19,3.321928094887362,0.0012800307648639629,0,1,0,1,0,1,0,0,0,0,-1
omniscient,1,10,9.180890160748206e-07,20.054862622964958,JJ,1,{'JJ'},JJ,0,7.569855608330948,omnisci,omnisci,omniscy,1,7.569855608330948,0.00014866173622016786,0,0,0,0,0,0,1,0,0,1,1
onerous,2,7,1.836178032149641e-06,19.054862622964958,NN,2,"{'NN', 'JJ'}",NN,0,13.139711216661896,oner,oner,on,2,6.569855608330948,0.0002929335363353614,1,0,0,0,0,1,0,1,0,0,-1
ooze,1,4,9.180890160748206e-07,20.054862622964958,VB,1,{'VB'},VB,0,7.569855608330948,ooz,ooz,ooz,1,7.569855608330948,0.00012109831400305468,0,0,1,0,0,1,0,0,0,0,-1
opera,3,5,2.7542670482244616e-06,18.4699001222438,NN,1,{'NN'},NN,0,17.954679322829374,opera,opera,oper,3,5.984893107609792,0.0004016617329838836,1,1,0,1,1,0,1,1,1,1,1
operation,11,9,1.0098979176823027e-05,16.59543100432766,NN,2,"{'NN', 'IN'}",NN,0,45.214663886630156,oper,oper,op,11,4.1104239896936505,0.000815992437896709,0,0,0,1,0,0,0,0,0,1,0
opponent,7,8,6.426623112523744e-06,17.247507700907352,NN,3,"{'NN', 'VB', 'JJ'}",NN,0,29.90935864565875,oppon,oppon,oppon,6,4.984893107609792,0.0006562389795395653,1,1,1,1,0,1,0,0,0,0,-1
opportunity,41,11,3.7641649659067645e-05,14.697310618346874,NN,1,{'NN'},NN,0,84.40135408074069,opportun,opportun,opportun,34,2.4823927670806083,0.001971568825655051,0,1,0,0,0,0,1,0,0,0,1
opposed,3,7,2.7542670482244616e-06,18.4699001222438,VBN,2,"{'VBN', 'JJ'}",VB,0,17.954679322829374,oppos,oppos,oppos,3,5.984893107609792,0.00038843862050907073,1,0,0,1,0,1,0,0,0,0,-1
